classifier,split,repeat,fold,panel,panel_label,panel_size,balanced_accuracy,macro_f1,accuracy,fit_seconds
XGB,0,0,0,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.7196310281583773,0.7538076749250173,0.8088235294117647,23.947651863098145
SVM,0,0,0,EMPTY,Baseline,0,0.2,0.1293532338308458,0.47794117647058826,0.0
SVM,0,0,0,mutations,Mutations,1,0.37782285036141977,0.3416608594657375,0.5514705882352942,0.03412318229675293
SVM,0,0,0,cnv,CNV,1,0.6014133131945194,0.5384020706063173,0.5882352941176471,0.024129867553710938
SVM,0,0,0,mrna,mRNA,1,0.8331934405005935,0.8233849195580539,0.8529411764705882,0.016766071319580078
SVM,0,0,0,rppa,RPPA,1,0.6218750674290646,0.6133043181430279,0.7352941176470589,0.021509885787963867
SVM,0,0,0,mutations+cnv,Mutations+CNV,2,0.6044902362714424,0.5446075663466968,0.5955882352941176,0.033529043197631836
SVM,0,0,0,mutations+mrna,Mutations+mRNA,2,0.8331934405005935,0.8233849195580539,0.8529411764705882,0.020979881286621094
SVM,0,0,0,mutations+rppa,Mutations+RPPA,2,0.6249519905059877,0.6152656084656084,0.7426470588235294,0.027612924575805664
SVM,0,0,0,cnv+mrna,CNV+mRNA,2,0.8202902146941418,0.7678050809274599,0.8088235294117647,0.02553868293762207
SVM,0,0,0,cnv+rppa,CNV+RPPA,2,0.6193397345992017,0.5658736099310309,0.6176470588235294,0.030339479446411133
SVM,0,0,0,mrna+rppa,mRNA+RPPA,2,0.8331934405005935,0.8233849195580539,0.8529411764705882,0.02087712287902832
SVM,0,0,0,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.8202902146941418,0.7678050809274599,0.8088235294117647,0.032414913177490234
SVM,0,0,0,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.6224166576761248,0.5725780599038467,0.625,0.038144826889038086
SVM,0,0,0,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.8331934405005935,0.8233849195580539,0.8529411764705882,0.025092363357543945
SVM,0,0,0,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.8202902146941418,0.7678050809274599,0.8088235294117647,0.03213000297546387
SVM,0,0,0,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.8202902146941418,0.7678050809274599,0.8088235294117647,0.0423130989074707
