classifier,repeat,panel,panel_label,panel_size,panel_score,best_constituent_single,best_constituent_single_score,integration_gain,gain_positive
RF,2,mutations+rppa,Mutations+RPPA,2,0.49802171665407996,rppa,0.5393475024274463,-0.041325785773366375,False
RF,2,cnv+mrna,CNV+mRNA,2,0.6222378268061999,mrna,0.6134701469054555,0.00876767990074434,True
RF,2,cnv+rppa,CNV+RPPA,2,0.5284366391556083,rppa,0.5393475024274463,-0.01091086327183799,False
RF,2,mrna+rppa,mRNA+RPPA,2,0.6130905212716222,mrna,0.6134701469054555,-0.0003796256338333137,False
RF,2,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5691769698277411,mrna,0.6134701469054555,-0.04429317707771441,False
RF,2,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.487997149998202,rppa,0.5393475024274463,-0.05135035242924435,False
RF,2,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.5834353310317546,mrna,0.6134701469054555,-0.030034815873700937,False
RF,2,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.6106163690797282,mrna,0.6134701469054555,-0.002853777825727377,False
RF,2,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.5773456773474306,mrna,0.6134701469054555,-0.03612446955802495,False
RF,3,mutations+cnv,Mutations+CNV,2,0.4274915893480059,cnv,0.40099166576761247,0.026499923580393436,True
RF,3,mutations+mrna,Mutations+mRNA,2,0.5525549277160426,mrna,0.6294175207681519,-0.0768625930521093,False
RF,3,mutations+rppa,Mutations+RPPA,2,0.47996337702736724,rppa,0.5346527268313734,-0.05468934980400619,False
RF,3,cnv+mrna,CNV+mRNA,2,0.6428724421908153,mrna,0.6294175207681519,0.013454921422663357,True
RF,3,cnv+rppa,CNV+RPPA,2,0.5549378933362104,rppa,0.5346527268313734,0.020285166504836916,True
RF,3,mrna+rppa,mRNA+RPPA,2,0.6156803412809724,mrna,0.6294175207681519,-0.013737179487179563,False
RF,3,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5905958571582696,mrna,0.6294175207681519,-0.03882166360988237,False
RF,3,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.5099075457618585,rppa,0.5346527268313734,-0.024745181069514954,False
RF,3,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.5802231452511958,mrna,0.6294175207681519,-0.04919437551695616,False
RF,3,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.6292543694033876,mrna,0.6294175207681519,-0.00016315136476430236,False
RF,3,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.5932052585679866,mrna,0.6294175207681519,-0.03621226220016538,False
RF,4,mutations+cnv,Mutations+CNV,2,0.4345271064839788,cnv,0.45461151868234617,-0.020084412198367374,False
RF,4,mutations+mrna,Mutations+mRNA,2,0.5780148119178625,mrna,0.6357991108354011,-0.05778429891753856,False
RF,4,mutations+rppa,Mutations+RPPA,2,0.48036731308663283,rppa,0.534121421764304,-0.053754108677671164,False
RF,4,cnv+mrna,CNV+mRNA,2,0.6570181968569065,mrna,0.6357991108354011,0.021219086021505462,True
RF,4,cnv+rppa,CNV+RPPA,2,0.5523307125903549,rppa,0.534121421764304,0.01820929082605094,True
RF,4,mrna+rppa,mRNA+RPPA,2,0.6195430107526881,mrna,0.6357991108354011,-0.016256100082712943,False
RF,4,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5682926241593844,mrna,0.6357991108354011,-0.06750648667601666,False
RF,4,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.4940645970439098,rppa,0.534121421764304,-0.04005682472039418,False
RF,4,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.579868720106448,mrna,0.6357991108354011,-0.05593039072895312,False
RF,4,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.609205348473406,mrna,0.6357991108354011,-0.026593762361995066,False
RF,4,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.5710231731218758,mrna,0.6357991108354011,-0.0647759377135253,False
RF,5,mutations+cnv,Mutations+CNV,2,0.41872260581867876,cnv,0.42089689196964797,-0.002174286150969207,False
RF,5,mutations+mrna,Mutations+mRNA,2,0.5809091595641386,mrna,0.6055419139065703,-0.02463275434243173,False
RF,5,mutations+rppa,Mutations+RPPA,2,0.48148538587406053,rppa,0.5366056838206207,-0.05512029794656015,False
RF,5,cnv+mrna,CNV+mRNA,2,0.6315563886791096,mrna,0.6055419139065703,0.026014474772539264,True
RF,5,cnv+rppa,CNV+RPPA,2,0.5388964334520085,rppa,0.5366056838206207,0.0022907496313878672,True
RF,5,mrna+rppa,mRNA+RPPA,2,0.6365814992627755,mrna,0.6055419139065703,0.031039585356205213,True
RF,5,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5967276944654224,mrna,0.6055419139065703,-0.008814219441147908,False
RF,5,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.4878559535368792,rppa,0.5366056838206207,-0.048749730283741466,False
RF,5,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.5923783354910634,mrna,0.6055419139065703,-0.01316357841550686,False
RF,5,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.6337428030711691,mrna,0.6055419139065703,0.02820088916459884,True
RF,5,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.578277632430683,mrna,0.6055419139065703,-0.02726428147588733,False
RF,6,mutations+cnv,Mutations+CNV,2,0.4156961511489913,cnv,0.405894194807063,0.009801956341928264,True
RF,6,mutations+mrna,Mutations+mRNA,2,0.5750067608875463,mrna,0.6222940851224512,-0.04728732423490489,False
RF,6,mutations+rppa,Mutations+RPPA,2,0.48235345866148815,rppa,0.53188380623584,-0.04953034757435182,False
RF,6,cnv+mrna,CNV+mRNA,2,0.6340218290358542,mrna,0.6222940851224512,0.011727743913403033,True
RF,6,cnv+rppa,CNV+RPPA,2,0.5254212203761643,rppa,0.53188380623584,-0.006462585859675629,False
RF,6,mrna+rppa,mRNA+RPPA,2,0.62783626874528,mrna,0.6222940851224512,0.005542183622828767,True
RF,6,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5821858210162909,mrna,0.6222940851224512,-0.04010826410616031,False
RF,6,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.5033139901823281,rppa,0.53188380623584,-0.02856981605351183,False
RF,6,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.6033221041464379,mrna,0.6222940851224512,-0.01897198097601327,False
RF,6,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.6274437821411875,mrna,0.6222940851224512,0.005149697018736243,True
RF,6,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.594245154097889,mrna,0.6222940851224512,-0.028048931024562185,False
RF,7,mutations+cnv,Mutations+CNV,2,0.41017822400834325,cnv,0.47461952026468157,-0.06444129625633832,False
RF,7,mutations+mrna,Mutations+mRNA,2,0.5746291626209228,mrna,0.6261169759413099,-0.0514878133203871,False
RF,7,mutations+rppa,Mutations+RPPA,2,0.49587015859315997,rppa,0.5307716267486604,-0.03490146815550044,False
RF,7,cnv+mrna,CNV+mRNA,2,0.6542647220124429,mrna,0.6261169759413099,0.028147746071133017,True
RF,7,cnv+rppa,CNV+RPPA,2,0.5348759619879887,rppa,0.5307716267486604,0.004104335239328294,True
RF,7,mrna+rppa,mRNA+RPPA,2,0.6317895359082246,mrna,0.6261169759413099,0.005672559966914736,True
RF,7,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5866845039018952,mrna,0.6261169759413099,-0.03943247203941469,False
RF,7,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.4866364539504442,rppa,0.5307716267486604,-0.044135172798216216,False
RF,7,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.5942527286294819,mrna,0.6261169759413099,-0.03186424731182802,False
RF,7,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.6601360898334951,mrna,0.6261169759413099,0.03401911389218526,True
RF,7,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.5920359037292767,mrna,0.6261169759413099,-0.03408107221203316,False
RF,8,mutations+cnv,Mutations+CNV,2,0.4044056487575071,cnv,0.4477773986765922,-0.0433717499190851,False
RF,8,mutations+mrna,Mutations+mRNA,2,0.5708044377315065,mrna,0.6191019842126083,-0.04829754648110185,False
RF,8,mutations+rppa,Mutations+RPPA,2,0.48611643650879277,rppa,0.5534425594274823,-0.06732612291868956,False
RF,8,cnv+mrna,CNV+mRNA,2,0.6239882538569426,mrna,0.6191019842126083,0.004886269644334251,True
RF,8,cnv+rppa,CNV+RPPA,2,0.5512079782069264,rppa,0.5534425594274823,-0.0022345812205559756,False
RF,8,mrna+rppa,mRNA+RPPA,2,0.6179068714712124,mrna,0.6191019842126083,-0.0011951127413959428,False
RF,8,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5702668033229044,mrna,0.6191019842126083,-0.048835180889703955,False
RF,8,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.4850950345236811,rppa,0.5534425594274823,-0.06834752490380125,False
RF,8,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.5844550787571475,mrna,0.6191019842126083,-0.034646905455460786,False
RF,8,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.6324230274750962,mrna,0.6191019842126083,0.013321043262487842,True
RF,8,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.5728954355018521,mrna,0.6191019842126083,-0.046206548710756246,False
RF,9,mutations+cnv,Mutations+CNV,2,0.4181396725644622,cnv,0.4175309409501205,0.0006087316143417176,True
RF,9,mutations+mrna,Mutations+mRNA,2,0.5787897292048765,mrna,0.6393979034056173,-0.06060817420074083,False
RF,9,mutations+rppa,Mutations+RPPA,2,0.48023101647067284,rppa,0.5349300985363398,-0.054699082065666926,False
RF,9,cnv+mrna,CNV+mRNA,2,0.6354982693206747,mrna,0.6393979034056173,-0.003899634084942649,False
RF,9,cnv+rppa,CNV+RPPA,2,0.5426484743050312,rppa,0.5349300985363398,0.007718375768691388,True
RF,9,mrna+rppa,mRNA+RPPA,2,0.604641493149207,mrna,0.6393979034056173,-0.0347564102564103,False
RF,9,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.5904838979393678,mrna,0.6393979034056173,-0.048914005466249466,False
RF,9,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.5070485309454454,rppa,0.5349300985363398,-0.02788156759089433,False
RF,9,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.5876441543496241,mrna,0.6393979034056173,-0.05175374905599317,False
RF,9,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.632771352537131,mrna,0.6393979034056173,-0.006626550868486292,False
RF,9,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.6010087118351495,mrna,0.6393979034056173,-0.03838919157046783,False
XGB,0,mutations+cnv,Mutations+CNV,2,0.523721495486748,cnv,0.501769006005682,0.021952489481065984,True
XGB,0,mutations+mrna,Mutations+mRNA,2,0.7268684234185636,mrna,0.763564363289819,-0.03669593987125541,False
XGB,0,mutations+rppa,Mutations+RPPA,2,0.5870438154061928,rppa,0.5907951594922143,-0.003751344086021513,False
XGB,0,cnv+mrna,CNV+mRNA,2,0.7562933613838243,mrna,0.763564363289819,-0.007271001905994723,False
XGB,0,cnv+rppa,CNV+RPPA,2,0.6397577318660769,rppa,0.5907951594922143,0.04896257237386259,True
XGB,0,mrna+rppa,mRNA+RPPA,2,0.7585748957097134,mrna,0.763564363289819,-0.004989467580105655,False
XGB,0,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.7470318849570252,mrna,0.763564363289819,-0.01653247833279381,False
XGB,0,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.6380325457618585,rppa,0.5907951594922143,0.047237386269644244,True
XGB,0,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.7293313958715432,mrna,0.763564363289819,-0.03423296741827586,False
XGB,0,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.7386069469917647,mrna,0.763564363289819,-0.02495741629805437,False
XGB,0,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.7345065541050815,mrna,0.763564363289819,-0.02905780918473755,False
XGB,1,mutations+cnv,Mutations+CNV,2,0.4826598518358686,cnv,0.49686666127234147,-0.014206809436472845,False
XGB,1,mutations+mrna,Mutations+mRNA,2,0.7199015086129392,mrna,0.7477846495486749,-0.02788314093573563,False
XGB,1,mutations+rppa,Mutations+RPPA,2,0.604879836911569,rppa,0.6026960207861329,0.0021838161254360555,True
XGB,1,cnv+mrna,CNV+mRNA,2,0.7390267783291977,mrna,0.7477846495486749,-0.008757871219477131,False
XGB,1,cnv+rppa,CNV+RPPA,2,0.6523956422843169,rppa,0.6026960207861329,0.049699621498183966,True
XGB,1,mrna+rppa,mRNA+RPPA,2,0.7443485453303125,mrna,0.7477846495486749,-0.003436104218362379,False
XGB,1,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.7277203402021074,mrna,0.7477846495486749,-0.020064309346567444,False
XGB,1,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.6174925333549106,rppa,0.6026960207861329,0.014796512568777676,True
XGB,1,mutations+mrna+rppa,Mutations+mRNA+RPPA,3,0.7080979384687309,mrna,0.7477846495486749,-0.039686711079943926,False
XGB,1,cnv+mrna+rppa,CNV+mRNA+RPPA,3,0.7499596909051678,mrna,0.7477846495486749,0.002175041356492935,True
XGB,1,mutations+cnv+mrna+rppa,Mutations+CNV+mRNA+RPPA,4,0.7420572787427626,mrna,0.7477846495486749,-0.005727370805912235,False
XGB,2,mutations+cnv,Mutations+CNV,2,0.5627053304923221,cnv,0.5422058474484842,0.020499483043837863,True
XGB,2,mutations+mrna,Mutations+mRNA,2,0.6889271496385803,mrna,0.7224562025748913,-0.03352905293631103,False
XGB,2,mutations+rppa,Mutations+RPPA,2,0.600279043945769,rppa,0.5985255286438667,0.0017535153019023753,True
XGB,2,cnv+mrna,CNV+mRNA,2,0.7328200363217895,mrna,0.7224562025748913,0.010363833746898199,True
XGB,2,cnv+rppa,CNV+RPPA,2,0.6738589518826195,rppa,0.5985255286438667,0.0753334232387528,True
XGB,2,mrna+rppa,mRNA+RPPA,2,0.7299570297047506,mrna,0.7224562025748913,0.007500827129859333,True
XGB,2,mutations+cnv+mrna,Mutations+CNV+mRNA,3,0.7295027286294818,mrna,0.7224562025748913,0.007046526054590552,True
XGB,2,mutations+cnv+rppa,Mutations+CNV+RPPA,3,0.6516377980364656,rppa,0.5985255286438667,0.05311226939259894,True
