classifier,gene,n_folds_present,mean_importance_abs,ci95_low,ci95_high,mean_importance_signed,is_pam50
RF,ABCC9,4,0.003981174796530007,0.0038968683003787925,0.004065481292681221,-1.7593892360185274e-18,False
RF,ABCD3,50,0.004277407442050249,0.004237567017196243,0.004316088117121712,-2.114755453414144e-18,False
RF,ABCG1,22,0.004246623550227729,0.004153002776631227,0.004341612878859909,-1.881988587456697e-18,False
RF,ABCG2,28,0.004273155043894431,0.0042183314244246106,0.004326340606253303,2.1818894244039336e-19,False
RF,ABHD17C,50,0.003381048985879144,0.0033342883767469435,0.0034263557896460637,-1.0707295756372122e-18,False
RF,ABHD2,50,0.004247897416121476,0.004209824729019838,0.004286357399860215,-1.599533123427515e-18,False
RF,ABHD3,49,0.004031224031138106,0.00398821507090909,0.004069962109732679,-6.881243720887768e-19,False
RF,ABI3BP,50,0.003404012976512301,0.003343531213196726,0.0034651162966505156,-5.865197568625925e-19,False
RF,ABLIM1,50,0.0035667266673486803,0.003512229777144068,0.003622440230576199,-9.726705324690605e-19,False
RF,ABLIM3,50,0.003889744503910993,0.003844965937781143,0.003932198999637888,-1.475462667670136e-18,False
